Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...59,Event2_Prob_Post_1...60,Event3_Prob_Post_1...61,Event4_Prob_Post_1...62,Event1_Prob_Post_1...63,Event2_Prob_Post_1...64,Event3_Prob_Post_1...65,Event4_Prob_Post_1...66,Event1_Prob_Post_1...67,Event2_Prob_Post_1...68,Event3_Prob_Post_1...69,Event4_Prob_Post_1...70,ParticipantId,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,Market_Price_m_kxpayrolls-26may,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,StartTime (America/Denver),CompletionTime (America/Denver),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,86,0,Somewhat important,92,6,50,54,64,Yes,No,0,0,84.636,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Very uncomfortable,Uncomfortable,Somewhat unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,76,11,50,60,A09E5BE893AD458F962CAFB15189D7D7,019dfd54-c690-7a7e-b03a-f6be5da14482,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,2,05/06/2026 06:48:04 AM,05/06/2026 06:52:33 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,58,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Female,Retail,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,Business Owner
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,10,50,Somewhat important,40,15,85,65,64,Yes,No,NA,NA,NA,NA,0,0,32.835,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,50,40,80,85,DAB8ADC904AA474EAA79EAC91E0569F2,019dfd53-6bba-73cc-8015-7f7eeba6d633,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,2,05/06/2026 06:46:35 AM,05/06/2026 06:52:48 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,42,"Associate degree (for example: AA, AS)",Female,Information Technology,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$10,000-$19,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,5,65,Very important,50,9,20,65,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.919,0,Somewhat uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action to pursue a specific policy outcome.,50,9,26,64,NA,NA,NA,NA,NA,NA,NA,NA,C5B6D821BBFD4850B0ED8584E8EC69DF,019dfd56-3508-76da-a714-d57ffe30a46e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0,05/06/2026 06:49:38 AM,05/06/2026 06:53:00 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,50,"Bachelor's degree (for example: BA, AB, BS)",Female,Retired,Widowed,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Retired
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,40,50,Very important,45,40,20,15,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,44.23,0,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,55,50,55,92,954227E3450D49339CDA0B57583E449A,019dfd54-88f0-7f65-903c-2156ce08f9cb,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,3,05/06/2026 06:47:48 AM,05/06/2026 06:53:28 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,44,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,0,93,Very important,100,0,0,9,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.414,22.298,23.3,5,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Republican,The governor took action to pursue a specific policy outcome.,100,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,803757F26E4B4B92BAF478C5AA721342,019dfd57-2556-79bc-9658-5862f40ca4c6,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,0,05/06/2026 06:50:40 AM,05/06/2026 06:53:49 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,55,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,2,50,Somewhat important,81,29,50,80,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37.443,0,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat likely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,82,30,50,71,NA,NA,NA,NA,NA,NA,NA,NA,66FD42E0F326465FA59C10C900486DCD,019dfd56-0291-7f4a-8e28-928ab25ef9bb,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0,05/06/2026 06:49:25 AM,05/06/2026 06:54:16 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,40,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Business Management & Administration,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,96,0,Somewhat important,56,82,83,100,64,Yes,Yes,13.927,13.927,14.828,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,65,95,100,100,80081D7910DD4C43A24C4A813E39DD54,019dfd57-9710-7ba6-8d95-11ed8cd4ad49,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,2,05/06/2026 06:51:09 AM,05/06/2026 06:55:14 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,52,"Bachelor's degree (for example: BA, AB, BS)",Male,Manufacturing,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,50,50,Very important,95,82,20,50,64,Yes,No,NA,NA,NA,NA,11.056,58.163,72.078,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,80,85,20,50,F0F75B04C74F4A2589251A1C0B2256D9,019dfd4d-d55a-7ba1-a6c5-f628f85fe2b6,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,3,05/06/2026 06:40:29 AM,05/06/2026 06:55:42 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,65,"Bachelor's degree (for example: BA, AB, BS)",Female,Retired,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",Black or African American,Retired
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,20,20,Very important,18,3,3,16,100,No,No,6.829,6.829,14.984,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Comfortable,Comfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,27,8,9,60,NA,NA,NA,NA,78CFD14BC60E4CD89845ED7BFCCD1A3A,019dfd57-80a8-7e31-ad7b-7011a6799546,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,1,05/06/2026 06:51:03 AM,05/06/2026 06:55:51 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,48,"Bachelor's degree (for example: BA, AB, BS)",Female,Finance,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,0,70,Very important,50,0,0,50,64,No,No,NA,NA,NA,NA,0,0,30.786,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very likely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,50,0,0,50,NA,NA,NA,NA,FE58F42714914AF6AD075A15E0EDBB9F,019dfd56-e240-7076-83c9-7ac9be6046f8,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1,05/06/2026 06:50:22 AM,05/06/2026 06:57:07 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,47,"Doctorate degree (for example: PhD, EdD)",Female,Legal,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",An ethnicity not listed here,Part-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,65,70,Very important,50,55,66,40,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36.314,0,Comfortable,Comfortable,Very comfortable,Unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,55,50,55,85,D1A89569B68E47E0A04F5483F8E0725C,019dfd56-80dd-702a-8d7f-0849e4ce120f,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2,05/06/2026 06:49:57 AM,05/06/2026 06:57:24 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,59,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Prosecuting journalists for unfair news coverage,88,79,Somewhat important,57,39,46,56,64,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.517,0,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,56,45,41,55,NA,NA,NA,NA,NA,NA,NA,NA,8CC5D24EB74949559193E95B4A6A971E,019dfd59-cc9e-7b0e-ba7b-555767b4cbe2,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,media,0,05/06/2026 06:53:33 AM,05/06/2026 06:58:34 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,48,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Widowed,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"Less than $10,000",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,30,75,Important,90,20,50,35,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63.096,0,Comfortable,Comfortable,Comfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,90,30,50,35,1203BBCBCB754D61B4EF2C37A7A6C42F,019dfd55-a043-7e71-b80c-3cd92407d967,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2,05/06/2026 06:49:00 AM,05/06/2026 06:58:38 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,42,"Doctorate degree (for example: PhD, EdD)",Female,Education & Training,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,20,85,Important,70,40,20,25,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30.862,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,60,40,20,25,NA,NA,NA,NA,NA,NA,NA,NA,97CC67C52B644919A36F5BEA1AE2FBD8,019dfd5a-75dd-725d-b402-adade3210781,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,0,05/06/2026 06:54:17 AM,05/06/2026 06:58:45 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,52,"Associate degree (for example: AA, AS)",Male,Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$225,000-$249,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,3,51,Neither important nor unimportant,20,13,14,4,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.365,0,Uncomfortable,Very uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,36,51,10,76,F37F6D61FD1E47E39EBCF564EE016591,019dfd5c-84bc-7d20-919e-b26739da62fc,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2,05/06/2026 06:56:32 AM,05/06/2026 07:01:24 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,44,"Bachelor's degree (for example: BA, AB, BS)",Male,Government & Public Administration,NA,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,60,30,Very important,25,50,50,75,64,Yes,No,NA,NA,NA,NA,0,0,20.736,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,24,50,50,75,E0C738F22DFD4123B5CBA845211CC366,019dfd5c-e54a-7f58-9a7a-38858ee1a2c6,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,2,05/06/2026 06:56:56 AM,05/06/2026 07:02:30 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,59,"Bachelor's degree (for example: BA, AB, BS)",Male,Hospitality & Tourism,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,100,0,Somewhat important,9,92,65,81,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,61.246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Uncomfortable,Uncomfortable,Very unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,11,95,69,82,54E698132D0F45B992E0BBAABE0228BE,019dfd5a-7a2b-75ca-af58-f60f0735e691,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,investigate,3,05/06/2026 06:54:18 AM,05/06/2026 07:02:55 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,66,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,0,17,Very important,100,0,50,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.028,87.408,88.003,3,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,0,50,50,NA,NA,NA,NA,CA7864AED2364904931CFDD9836C9868,019dfd5c-c464-71de-acec-3c8bf0d3da14,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,1,05/06/2026 06:56:48 AM,05/06/2026 07:03:11 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,48,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",White,Part-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,80,10,Very important,70,20,45,55,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32.537,0,Very uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,60,40,45,95,NA,NA,NA,NA,C77D788FCA0C401CB98ADF5CACAB21D9,019dfd5f-b0a0-779f-b9d6-330827b598cf,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,1,05/06/2026 07:00:00 AM,05/06/2026 07:03:42 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,24,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Prosecuting journalists for unfair news coverage,59,12,Somewhat important,43,34,57,56,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.33,37.269,37.731,17,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,56,49,57,88,NA,NA,NA,NA,074319D7838A4620AC283635EBA30D3C,019dfd5f-d603-73a0-bb23-a0f325146aea,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,OW,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,media,1,05/06/2026 07:00:09 AM,05/06/2026 07:03:48 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,49,"Associate degree (for example: AA, AS)",Female,Retail,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,9,36,Very important,72,50,42,59,64,Yes,No,NA,NA,NA,NA,0,0,15.829,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Very Comfortable,Somewhat comfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,56,50,50,84,NA,NA,NA,NA,9B2939C5E7C64BE69E6D13B235793438,019dfd60-129b-7d19-a731-a456adea3ace,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.555,0.921,NA,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1,05/06/2026 07:00:25 AM,05/06/2026 07:04:22 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,49,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,40,100,Important,70,30,45,20,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Uncomfortable,Somewhat uncomfortable,Likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,57,51,41,20,6C88E8B8962640C2B673FAEADDD2D25D,019dfd5e-2bf9-7637-a77d-6c9cfbf69dfe,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.565,0.9255,NA,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,investigate,3,05/06/2026 06:58:20 AM,05/06/2026 07:06:40 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,47,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",White,Full-time
